"incident_id","subject_name","claimant_name","gender","date_of_disappearance","location_last_seen","relation_to_missing_person","contact_email","phone_number","claim_submission_date","claim_description","status","created_at","load_date","source_system","record_type","original_table","has_match","match_type","similarity_score","matched_subject_name","field_report_name","report_phone","report_contact_details","report_location","report_description","anonymised_description","raw_text"
"fa745761-6f18-4108-9723-199dbf2c14a0","Fatemeh Karimi","Nader Garcia","MALE",2023-04-11,"Idlib, Syria","mother",NA,"+17544584741",2024-09-24,"My relative Fatemeh Karimi was with me when we crossed Idlib, Syria. She disappeared shortly after.","detained",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",78.235294117647,"Fatemeh Al","field_report_22.pdf","+17544584741","null","Kandahar","I  last  saw  Fatemeh  Al-Mansour  near  Kandahar,  Afghanistan  while  fleeing  the  conflict.  We  got separated during the chaos.","I last saw [PERSON] near [LOC], [LOC] while fleeing the conflict. We got separated during the chaos.","## FIELD REPORT

Report Date: 20 April 2025

Officer:

Department: Field Operations Unit

Subject: Confirmation of Detention

On 20 April 2025, official communication was received from medical officer in berg confirming the

detention of:

Name: Fatemeh Al

Details:

I  last  saw  Fatemeh  Al-Mansour  near  Kandahar,  Afghanistan  while  fleeing  the  conflict.  We  got separated during the chaos.

Report submitted by:

Contact: 754.458.4741x340"
"82f552c8-9ae6-4149-9a69-78cf51589375","Sami Haddad","Huda Harding","FEMALE",2024-06-11,"Homs, Syria","uncle",NA,"+61455892476",2025-06-20,"Sami Haddad was taken by armed groups around Homs, Syria. No news has come since then.","detained",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",72.7272727272727,"Omar Haddad","field_report_4.pdf","+61455892476","045 5895 2476","Deir ez - Zor","We lost  contact  with  Omar  Haddad  in  Deir  ez-Zor,  Syria.  I  fear  she  may  have  been  detained  or worse.","We lost  contact  with  [PERSON]  in  [LOC],  [LOC].  I  fear  she  may  have  been  detained  or worse.","## FIELD REPORT

Report Date: 20 January 2025

Officer: Kenneth Brown

Department: Field Operations Unit

Subject: Confirmation of Detention

On  20  January  2025,  official  communication  was  received  from  local  police  in  North  Tinaburgh confirming the detention of:

Name: Omar Haddad

Details:

We lost  contact  with  Omar  Haddad  in  Deir  ez-Zor,  Syria.  I  fear  she  may  have  been  detained  or worse.

Report submitted by:

Contact: 045 5895 2476"
"4cb9be7b-2444-4f64-b025-985609676569","Nader Rahimi","Sami Chase","MALE",2021-06-30,"Tripoli, Libya","aunt",NA,"+17519346389",2025-04-02,"Nader Rahimi was taken by armed groups around Tripoli, Libya. No news has come since then.","confirmed_death",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",78.2608695652174,"Amir Rahimi","field_report_23.pdf","+17519346389","null","Kirkuk","Amir Rahimi was taken by armed groups around Kirkuk, Iraq. No news has come since then.","[PERSON] was taken by armed groups around [LOC], no news has come since then.","## FIELD REPORT

Report Date: 29 October 2023

Officer: Victoria Perry DVM

Department: Field Operations Unit

Subject: Confirmation of Death

On 29 October 2023, official communication was received from military unit in Lake Shari confirming the death of:

Name: Amir Rahimi

Details:

Amir Rahimi was taken by armed groups around Kirkuk, Iraq. No news has come since then.

Report submitted by: Garrett Guzman

Contact: (751)934-6389"
"98ff805c-fcd2-480e-a3c5-1ba87122d7a0","Majid Jalali","Hassan Mills","MALE",2022-01-13,"Tripoli, Libya","sister",NA,"+18866905946",2024-08-16,"I last saw Majid Jalali near Tripoli, Libya while fleeing the conflict. We got separated during the chaos.","detained",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",75,"Nadia Jalali","field_report_28.pdf","+18866905946","null","Tehran","Nadia Jalali was taken by armed groups around Tehran, Iran. No news has come since then.","[PERSON] was taken by armed groups around [LOC], [LOC]. No news has come since then.","## FIELD REPORT

Report Date: 02 July 2024

Officer:

Department: Field Operations Unit

Subject: Confirmation of Detention

On 02 July 2024, official communication was received from local police in    confirming the detention of:

Name: Nadia Jalali

Details:

Nadia Jalali was taken by armed groups around Tehran, Iran. No news has come since then.

Report submitted by:

Contact: (886)690-5946"
"d1f379b1-8ebb-4208-a0ee-404f9ea8fcb1","Hassan El","Farhad Bryan","MALE",2020-10-14,"Tehran, Iran","child",NA,"+41452577874",2024-12-21,"Hassan El-Sayed was last seen helping others escape near Tehran, Iran. There have been no updates since.","evacuated",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",85.5,"Hassan Bakhtiari","field_report_5.pdf","+41452577874","dawn.velasquez@example.com, https://www.example.com","Tehran","Hassan Bakhtiari was taken by armed groups around Tehran, Iran. No news has come since then.","[PERSON] was taken by armed groups around [LOC], [LOC]. No news has come since then.","## FIELD REPORT

Report Date: 11 August 2023

Officer:

Department: Field Operations Unit

Subject: Confirmation of Evacuation

On 11 August 2023, official communication was received from medical officer in   confirming the

evacuation of:

Name: Hassan Bakhtiari

Details:

Hassan Bakhtiari was taken by armed groups around Tehran, Iran. No news has come since then.

Report submitted by: Dawn Velasquez

Contact: 044 2573 7874"
"793c04f7-663a-4809-bb1f-db986f5a181a","Omar Karimi","Zahra Flowers","FEMALE",2021-08-27,"Kirkuk, Iraq","child",NA,"+11226008228",2025-07-24,"Omar Karimi was last seen helping others escape near Kirkuk, Iraq. There have been no updates since.","evacuated",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",81.8181818181818,"Noor Karimi","field_report_2.pdf","+11226008228","122.600.8228x3774","Aleppo","My relative Noor Karimi was with me when we crossed Aleppo, Syria. She disappeared shortly after.","My relative [PERSON] was with me when we crossed [LOC], [LOC]. She disappeared shortly after.","## FIELD REPORT

Report Date: 15 July 2025

Officer:

Department: Field Operations Unit

Subject: Confirmation of Evacuation

On  15  July  2025,  official  communication  was  received  from  medical  officer  in      confirming  the

evacuation of:

Name: Noor Karimi

Details:

My relative Noor Karimi was with me when we crossed Aleppo, Syria. She disappeared shortly after.

Report submitted by:

Contact: 122.600.8228x3774"
"5738db52-126c-4e50-9d4f-4af28becb8cc","Samira Farahani","Karim Lopez","MALE",2023-09-07,"Kandahar, Afghanistan","sister",NA,"+10453585973",2025-03-21,"We lost contact with Samira Farahani in Kandahar, Afghanistan. I fear she may have been detained or worse.","detained",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",85.5,"Samira Al","field_report_32.pdf","+10453585973","kathryn.reeves@example.com, https://www.example.com","Homs","Samira Al-Mansour was taken by armed groups around Homs, Syria. No news has come since then.","[PERSON] Al-Mansour was taken by armed groups around [LOC], [LOC]. No news has come since then.","## FIELD REPORT

Report Date: 22 April 2024

Officer: Betty Brock

Department: Field Operations Unit

Subject: Confirmation of Detention

On 22 April 2024, official communication was received from medical officer in borough confirming the detention of:

Name: Samira Al

Details:

Samira Al-Mansour was taken by armed groups around Homs, Syria. No news has come since then.

Report submitted by: Kathryn Reeves

Contact: 0453585973"
"48212ddb-45b8-4cd9-a7cb-6f2a8da01097","Amina Rahimi","Fatemeh Jacobs","FEMALE",2023-08-19,"Tripoli, Libya","child",NA,"+15396597442",2024-09-12,"Amina Rahimi was last seen helping others escape near Tripoli, Libya. There have been no updates since.","injured",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"EXACT",100,"Amina Rahimi","field_report_13.pdf","+15396597442","null","Tripoli","I  last saw Amina Rahimi near Tripoli, Libya while fleeing the conflict. We got separated during the","I last saw [PERSON] near [LOC], [COUNTRY] while fleeing the conflict. We got separated during the","## FIELD REPORT

Report Date: 10 August 2023

Officer:

Department: Field Operations Unit

Subject: Confirmation of Injury

On 10 August 2023, official communication was received from medical officer in   confirming the injury of:

Name: Amina Rahimi

Details:

I  last saw Amina Rahimi near Tripoli, Libya while fleeing the conflict. We got separated during the

chaos.

Report submitted by:

Contact: 539.659.7442x526"
"8f2de908-f9da-4f55-bef9-9394d28faf65","Majid Farahani","Yasmin Jacobs","FEMALE",2020-11-27,"Tehran, Iran","uncle",NA,"+15133793766",2024-10-11,"I last saw Majid Farahani near Tehran, Iran while fleeing the conflict. We got separated during the chaos.","confirmed_death",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",78.5714285714286,"Karim Farahani","field_report_14.pdf","+15133793766","nathan.alexander@example.com, https://www.example.com","Idlib","I  last  saw Karim Farahani near Idlib, Syria while fleeing the conflict. We got separated during the chaos.","I last saw [PERSON] near [LOC], [COUNTRY] while fleeing the conflict. We got separated during the chaos.","## FIELD REPORT

Report Date: 28 December 2024

Officer: Bradley Mitchell

Department: Field Operations Unit

Subject: Confirmation of Death

On  28  December  2024,  official  communication  was  received  from  local  police  in  Elizabethburgh confirming the death of:

Name: Karim Farahani

Details:

I  last  saw Karim Farahani near Idlib, Syria while fleeing the conflict. We got separated during the chaos.

Report submitted by: Nathan Alexander

Contact: 5133793766"
"982e2afd-77fc-462b-9ffe-37090fa4c293","Yasmin Nasseri","Zahra Moore","FEMALE",2022-01-26,"Idlib, Syria","spouse",NA,"+17819214749",2024-11-10,"We lost contact with Yasmin Nasseri in Idlib, Syria. I fear she may have been detained or worse.","confirmed_death",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",84.6153846153846,"Amir Nasseri","field_report_20.pdf","+17819214749","null","Mosul","Amir Nasseri was last seen helping others escape near Mosul, Iraq. There have been no updates","[PERSON] was last seen helping others escape near [LOC],. There have been no updates","## FIELD REPORT

Report Date: 21 November 2024

Officer:

Department: Field Operations Unit

Subject: Confirmation of Death

On 21 November 2024, official communication was received from medical officer in   confirming the

death of:

Name: Amir Nasseri

Details:

Amir Nasseri was last seen helping others escape near Mosul, Iraq. There have been no updates

since.

Report submitted by: Ronald Carson

Contact: 781.921.4749x84746"
"Claim_ID","Missing_Person_Name","Claimant_Name","GENDER",NA,"Location_Last_Seen","Relation_to_Missing_Person",NA,NA,NA,"Claim_Description","missing",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39ca2826-5af5-4a23-a27c-a9f773363302","Yusuf Al","Hassan Lopez","MALE",2023-02-25,"Aleppo, Syria","sister",NA,"+988197239201",2025-06-29,"Yusuf Al-Mansour was last seen helping others escape near Aleppo, Syria. There have been no updates since.","detained",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",85.5,"Yusuf Nasseri","field_report_12.pdf","+988197239201","null","Aleppo","We lost contact with Yusuf Nasseri in Aleppo, Syria. I fear she may have been detained or worse.","We lost contact with [PERSON] in [LOC], [LOC]. I fear she may have been detained or worse.","## FIELD REPORT

Report Date: 20 August 2024

Officer:

Department: Field Operations Unit

Subject: Confirmation of Detention

On 20 August 2024, official communication was received from medical officer in burgh confirming the detention of:

Name: Yusuf Nasseri

Details:

We lost contact with Yusuf Nasseri in Aleppo, Syria. I fear she may have been detained or worse.

Report submitted by:

Contact: +98 81 9723 9201"
"9b5c4b58-9c42-4665-bf3c-03a6357544ee","Amir Rahimi","Ali Reza Jones","MALE",2021-03-24,"Kirkuk, Iraq","brother",NA,"+17519346389",2025-04-09,"Amir Rahimi was taken by armed groups around Kirkuk, Iraq. No news has come since then.","confirmed_death",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"EXACT",100,"Amir Rahimi","field_report_23.pdf","+17519346389","null","Kirkuk","Amir Rahimi was taken by armed groups around Kirkuk, Iraq. No news has come since then.","[PERSON] was taken by armed groups around [LOC], no news has come since then.","## FIELD REPORT

Report Date: 29 October 2023

Officer: Victoria Perry DVM

Department: Field Operations Unit

Subject: Confirmation of Death

On 29 October 2023, official communication was received from military unit in Lake Shari confirming the death of:

Name: Amir Rahimi

Details:

Amir Rahimi was taken by armed groups around Kirkuk, Iraq. No news has come since then.

Report submitted by: Garrett Guzman

Contact: (751)934-6389"
"cfcc2abd-3fac-4bcc-9ac9-2db2eed4d005","Amina Nasseri","Zahra Gregory","FEMALE",2022-03-23,"Mosul, Iraq","mother",NA,"+17819214749",2025-03-08,"My relative Amina Nasseri was with me when we crossed Mosul, Iraq. She disappeared shortly after.","confirmed_death",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",88,"Amir Nasseri","field_report_20.pdf","+17819214749","null","Mosul","Amir Nasseri was last seen helping others escape near Mosul, Iraq. There have been no updates","[PERSON] was last seen helping others escape near [LOC],. There have been no updates","## FIELD REPORT

Report Date: 21 November 2024

Officer:

Department: Field Operations Unit

Subject: Confirmation of Death

On 21 November 2024, official communication was received from medical officer in   confirming the

death of:

Name: Amir Nasseri

Details:

Amir Nasseri was last seen helping others escape near Mosul, Iraq. There have been no updates

since.

Report submitted by: Ronald Carson

Contact: 781.921.4749x84746"
"055fd8d1-19e7-4a3d-a920-4a24430493f0","Hassan El","Layla Decker","FEMALE",2021-03-01,"Idlib, Syria","father",NA,"+41452577874",2025-03-16,"Hassan El-Sayed was last seen helping others escape near Idlib, Syria. There have been no updates since.","evacuated",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",85.5,"Hassan Bakhtiari","field_report_5.pdf","+41452577874","dawn.velasquez@example.com, https://www.example.com","Tehran","Hassan Bakhtiari was taken by armed groups around Tehran, Iran. No news has come since then.","[PERSON] was taken by armed groups around [LOC], [LOC]. No news has come since then.","## FIELD REPORT

Report Date: 11 August 2023

Officer:

Department: Field Operations Unit

Subject: Confirmation of Evacuation

On 11 August 2023, official communication was received from medical officer in   confirming the

evacuation of:

Name: Hassan Bakhtiari

Details:

Hassan Bakhtiari was taken by armed groups around Tehran, Iran. No news has come since then.

Report submitted by: Dawn Velasquez

Contact: 044 2573 7874"
"dedbcef9-74f8-4913-80ca-280f19a53942","Amina Farahani","Samira Hale","FEMALE",2023-08-31,"Idlib, Syria","father",NA,"+15133793766",2025-05-14,"Amina Farahani was taken by armed groups around Idlib, Syria. No news has come since then.","confirmed_death",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",78.5714285714286,"Karim Farahani","field_report_14.pdf","+15133793766","nathan.alexander@example.com, https://www.example.com","Idlib","I  last  saw Karim Farahani near Idlib, Syria while fleeing the conflict. We got separated during the chaos.","I last saw [PERSON] near [LOC], [COUNTRY] while fleeing the conflict. We got separated during the chaos.","## FIELD REPORT

Report Date: 28 December 2024

Officer: Bradley Mitchell

Department: Field Operations Unit

Subject: Confirmation of Death

On  28  December  2024,  official  communication  was  received  from  local  police  in  Elizabethburgh confirming the death of:

Name: Karim Farahani

Details:

I  last  saw Karim Farahani near Idlib, Syria while fleeing the conflict. We got separated during the chaos.

Report submitted by: Nathan Alexander

Contact: 5133793766"
"0a086989-833c-4f55-a129-8fa2227d4660","Zahra Al","Yasmin Macdonald","FEMALE",2021-03-16,"Herat, Afghanistan","uncle",NA,"+11074043368",2025-06-04,"Zahra Al-Mansour was last seen helping others escape near Herat, Afghanistan. There have been no updates since.","confirmed_death",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",85.5,"Zahra Shirazi","field_report_10.pdf","+11074043368","null","Herat","My  relative  Zahra  Shirazi  was  with  me  when  we  crossed  Herat,  Afghanistan.  She  disappeared shortly after.","My [PERSON] was with me when we crossed [LOC], [LOC]. She disappeared shortly after.","## FIELD REPORT

Report Date: 03 August 2023

Officer:

Department: Field Operations Unit

Subject: Confirmation of Death

On 03 August 2023, official communication was received from border patrol in South Aaronhaven confirming the death of:

Name: Zahra Shirazi

Details:

My  relative  Zahra  Shirazi  was  with  me  when  we  crossed  Herat,  Afghanistan.  She  disappeared shortly after.

Report submitted by:

Contact: 107.404.3368x957"
"ba098484-f5a7-420d-ad6d-91e193ed82c5","Karim Al","Fatemeh Ramirez","FEMALE",2020-12-18,"Tehran, Iran","father",NA,"+14160199198",2024-09-01,"Karim Al-Mansour was last seen helping others escape near Tehran, Iran. There have been no updates since.","confirmed_death",2025-08-19 06:17:40.732,2025-08-19,"csv_direct_merge_v2","claim","missing_persons_claim",TRUE,"FUZZY",87.5,"Karim El","field_report_9.pdf","+14160199198","null","Homs","We lost contact with Karim El-Sayed in Homs, Syria. I fear she may have been detained or worse.","We lost contact with [PERSON] in [LOC], [LOC]. I fear [PERSON] may have been detained or worse.","## FIELD REPORT

Report Date: 26 October 2024

Officer: Yesenia Anderson

Department: Field Operations Unit

Subject: Confirmation of Death

On 26 October 2024, official  communication  was  received  from  border  patrol  in      confirming  the

death of:

Name: Karim El

Details:

We lost contact with Karim El-Sayed in Homs, Syria. I fear she may have been detained or worse.

Report submitted by: Cynthia Watson

Contact: +1-416-019-9198x48087"
